ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Mode_of_Shipment_encoded,Customer_rating_category,Prior_purchases_category,Gender_encoded,Interaction_CustomerRating_Discount,Interaction_CustomerCalls_Rating,Shipping_speed,Total_interactions,Expected_delivery_time,CustomerCare_vs_ExpectedTime,ProductImportance_avg_delivery,ShippingMode_avg_delivery,Interaction_Weight_Discount,Customer_rating_and_delivery_time,Product_importance_and_delivery_time,High_product_importance_and_high_rating,Weight_category,Discount_category,Product_Value,Customer_Loyalty,Customer_Satisfaction_Score,Delivery_Time_per_Weight
2913,A,Ship,3,2,182,3,low,F,54,3972,1,1,Low,Low,0,108,6,1324.0,6,4,-1,0.5927883707759108,0.5975609756097561,214488,2,low,0,Medium,High,722904,Regular,1.5,993.0
2914,B,Ship,6,1,250,5,low,F,53,3352,1,1,VeryLow,Low,0,53,6,558.6666666666666,11,4,2,0.5927883707759108,0.5975609756097561,177656,1,low,0,Medium,High,838000,Regular,1.0,838.0
2915,C,Ship,4,4,207,2,medium,F,14,2945,1,1,Standard,Very Low,0,56,16,736.25,6,4,0,0.5904501472444258,0.5975609756097561,41230,4,medium,0,Medium,Medium,609615,New,2.5,736.25
2916,F,Ship,3,4,242,3,high,M,54,3011,1,1,Standard,Low,1,216,12,1003.6666666666666,6,4,-1,0.6497890295358649,0.5975609756097561,162594,4,high,0,Medium,High,728662,Regular,2.5,752.75
2917,D,Ship,5,1,154,2,low,M,37,1671,1,1,VeryLow,Very Low,1,37,5,334.2,7,4,1,0.5927883707759108,0.5975609756097561,61827,1,low,0,Light,High,257334,New,1.0,417.75
2918,F,Ship,4,4,176,3,medium,M,53,1472,1,1,Standard,Low,1,212,16,368.0,7,4,0,0.5904501472444258,0.5975609756097561,78016,4,medium,0,Light,High,259072,Regular,2.5,368.0
2919,A,Ship,3,5,252,3,low,M,18,3701,1,1,High,Low,1,90,15,1233.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,66618,5,low,0,Medium,Medium,932652,Regular,3.0,925.25
2920,B,Ship,4,1,147,3,medium,M,32,1666,1,1,VeryLow,Low,1,32,4,416.5,7,4,0,0.5904501472444258,0.5975609756097561,53312,1,medium,0,Light,High,244902,Regular,1.0,416.5
2921,C,Ship,5,3,157,4,low,M,1,1306,1,1,Average,Low,1,3,15,261.2,9,4,1,0.5927883707759108,0.5975609756097561,1306,3,low,0,Light,Low,205042,Regular,2.0,326.5
2922,F,Ship,3,1,257,2,medium,M,37,3517,1,1,VeryLow,Very Low,1,37,3,1172.3333333333333,5,4,-1,0.5904501472444258,0.5975609756097561,130129,1,medium,0,Medium,High,903869,New,1.0,879.25
2923,D,Ship,4,3,172,3,medium,F,6,1261,1,1,Average,Low,0,18,12,315.25,7,4,0,0.5904501472444258,0.5975609756097561,7566,3,medium,0,Light,Low,216892,Regular,2.0,315.25
2924,F,Ship,4,3,134,3,high,F,22,1629,1,1,Average,Low,0,66,12,407.25,7,4,0,0.6497890295358649,0.5975609756097561,35838,3,high,0,Light,Medium,218286,Regular,2.0,407.25
2925,A,Ship,2,2,152,4,low,F,48,1212,1,1,Low,Low,0,96,4,606.0,6,4,-2,0.5927883707759108,0.5975609756097561,58176,2,low,0,Light,High,184224,Regular,1.5,303.0
2926,B,Ship,3,1,161,3,low,F,57,1918,1,1,VeryLow,Low,0,57,3,639.3333333333334,6,4,-1,0.5927883707759108,0.5975609756097561,109326,1,low,0,Light,High,308798,Regular,1.0,479.5
2927,C,Ship,3,1,269,3,low,M,47,3033,1,1,VeryLow,Low,1,47,3,1011.0,6,4,-1,0.5927883707759108,0.5975609756097561,142551,1,low,0,Medium,High,815877,Regular,1.0,758.25
2928,F,Ship,2,3,164,2,medium,M,64,1689,1,1,Average,Very Low,1,192,6,844.5,4,4,-2,0.5904501472444258,0.5975609756097561,108096,3,medium,0,Light,High,276996,New,2.0,422.25
2929,D,Ship,5,3,114,6,medium,F,60,1746,1,1,Average,Medium,0,180,15,349.2,11,4,1,0.5904501472444258,0.5975609756097561,104760,3,medium,0,Light,High,199044,Frequent,2.0,436.5
2930,F,Ship,6,5,213,6,low,M,7,2709,1,1,High,Medium,1,35,30,451.5,12,4,2,0.5927883707759108,0.5975609756097561,18963,5,low,0,Medium,Low,577017,Frequent,3.0,677.25
2931,A,Ship,4,4,255,3,medium,F,60,2777,1,1,Standard,Low,0,240,16,694.25,7,4,0,0.5904501472444258,0.5975609756097561,166620,4,medium,0,Medium,High,708135,Regular,2.5,694.25
2932,B,Ship,3,3,135,3,medium,F,28,1329,1,1,Average,Low,0,84,9,443.0,6,4,-1,0.5904501472444258,0.5975609756097561,37212,3,medium,0,Light,Medium,179415,Regular,2.0,332.25
2933,C,Ship,3,2,155,3,medium,F,7,1434,1,1,Low,Low,0,14,6,478.0,6,4,-1,0.5904501472444258,0.5975609756097561,10038,2,medium,0,Light,Low,222270,Regular,1.5,358.5
2934,F,Ship,6,3,273,4,medium,F,32,2532,1,1,Average,Low,0,96,18,422.0,10,4,2,0.5904501472444258,0.5975609756097561,81024,3,medium,0,Medium,High,691236,Regular,2.0,633.0
2935,D,Ship,4,3,135,3,low,F,15,1008,1,1,Average,Low,0,45,12,252.0,7,4,0,0.5927883707759108,0.5975609756097561,15120,3,low,0,Light,Medium,136080,Regular,2.0,252.0
2936,F,Ship,4,4,170,3,low,M,29,1188,1,1,Standard,Low,1,116,16,297.0,7,4,0,0.5927883707759108,0.5975609756097561,34452,4,low,0,Light,Medium,201960,Regular,2.5,297.0
2937,A,Ship,6,4,138,5,medium,F,15,1181,1,1,Standard,Low,0,60,24,196.83333333333334,11,4,2,0.5904501472444258,0.5975609756097561,17715,4,medium,0,Light,Medium,162978,Regular,2.5,295.25
2938,B,Ship,3,2,213,4,low,M,53,3502,1,1,Low,Low,1,106,6,1167.3333333333333,7,4,-1,0.5927883707759108,0.5975609756097561,185606,2,low,0,Medium,High,745926,Regular,1.5,875.5
2939,C,Ship,4,5,156,5,high,F,55,1619,1,1,High,Low,0,275,20,404.75,9,4,0,0.6497890295358649,0.5975609756097561,89045,5,high,1,Light,High,252564,Regular,3.0,404.75
2940,F,Ship,3,1,139,2,low,M,47,1241,1,1,VeryLow,Very Low,1,47,3,413.6666666666667,5,4,-1,0.5927883707759108,0.5975609756097561,58327,1,low,0,Light,High,172499,New,1.0,310.25
2941,D,Ship,3,1,263,3,medium,M,6,2715,1,1,VeryLow,Low,1,6,3,905.0,6,4,-1,0.5904501472444258,0.5975609756097561,16290,1,medium,0,Medium,Low,714045,Regular,1.0,678.75
2942,F,Ship,2,3,160,4,low,F,53,1850,1,1,Average,Low,0,159,6,925.0,6,4,-2,0.5927883707759108,0.5975609756097561,98050,3,low,0,Light,High,296000,Regular,2.0,462.5
2943,A,Ship,3,3,148,2,low,M,39,1402,1,1,Average,Very Low,1,117,9,467.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,54678,3,low,0,Light,High,207496,New,2.0,350.5
2944,B,Ship,4,3,259,3,high,M,45,3761,1,1,Average,Low,1,135,12,940.25,7,4,0,0.6497890295358649,0.5975609756097561,169245,3,high,0,Medium,High,974099,Regular,2.0,940.25
2945,C,Ship,5,4,273,3,low,F,60,3384,1,1,Standard,Low,0,240,20,676.8,8,4,1,0.5927883707759108,0.5975609756097561,203040,4,low,0,Medium,High,923832,Regular,2.5,846.0
2946,F,Ship,3,2,212,3,medium,F,9,2521,1,1,Low,Low,0,18,6,840.3333333333334,6,4,-1,0.5904501472444258,0.5975609756097561,22689,2,medium,0,Medium,Low,534452,Regular,1.5,630.25
2947,D,Ship,3,5,144,6,low,F,46,1110,1,1,High,Medium,0,230,15,370.0,9,4,-1,0.5927883707759108,0.5975609756097561,51060,5,low,0,Light,High,159840,Frequent,3.0,277.5
2948,F,Ship,2,2,193,3,medium,M,64,2867,1,1,Low,Low,1,128,4,1433.5,5,4,-2,0.5904501472444258,0.5975609756097561,183488,2,medium,0,Medium,High,553331,Regular,1.5,716.75
2949,A,Ship,5,2,198,3,low,F,44,3706,1,1,Low,Low,0,88,10,741.2,8,4,1,0.5927883707759108,0.5975609756097561,163064,2,low,0,Medium,High,733788,Regular,1.5,926.5
2950,B,Ship,3,5,207,4,low,F,45,3770,1,1,High,Low,0,225,15,1256.6666666666667,7,4,-1,0.5927883707759108,0.5975609756097561,169650,5,low,0,Medium,High,780390,Regular,3.0,942.5
2951,C,Ship,6,1,236,4,low,F,10,2030,1,1,VeryLow,Low,0,10,6,338.3333333333333,10,4,2,0.5927883707759108,0.5975609756097561,20300,1,low,0,Medium,Low,479080,Regular,1.0,507.5
2952,F,Ship,4,2,165,3,low,M,7,1702,1,1,Low,Low,1,14,8,425.5,7,4,0,0.5927883707759108,0.5975609756097561,11914,2,low,0,Light,Low,280830,Regular,1.5,425.5
2953,D,Ship,3,3,162,3,low,M,3,1693,1,1,Average,Low,1,9,9,564.3333333333334,6,4,-1,0.5927883707759108,0.5975609756097561,5079,3,low,0,Light,Low,274266,Regular,2.0,423.25
2954,F,Ship,4,2,184,3,low,F,63,3609,1,1,Low,Low,0,126,8,902.25,7,4,0,0.5927883707759108,0.5975609756097561,227367,2,low,0,Medium,High,664056,Regular,1.5,902.25
2955,A,Ship,5,5,145,2,medium,M,48,1834,1,1,High,Very Low,1,240,25,366.8,7,4,1,0.5904501472444258,0.5975609756097561,88032,5,medium,0,Light,High,265930,New,3.0,458.5
2956,B,Ship,3,3,228,2,medium,M,27,3473,1,1,Average,Very Low,1,81,9,1157.6666666666667,5,4,-1,0.5904501472444258,0.5975609756097561,93771,3,medium,0,Medium,Medium,791844,New,2.0,868.25
2957,C,Ship,5,5,213,2,high,M,12,2522,1,1,High,Very Low,1,60,25,504.4,7,4,1,0.6497890295358649,0.5975609756097561,30264,5,high,1,Medium,Medium,537186,New,3.0,630.5
2958,F,Ship,2,2,146,3,medium,F,1,1162,1,1,Low,Low,0,2,4,581.0,5,4,-2,0.5904501472444258,0.5975609756097561,1162,2,medium,0,Light,Low,169652,Regular,1.5,290.5
2959,D,Ship,4,2,220,3,high,F,39,2459,1,1,Low,Low,0,78,8,614.75,7,4,0,0.6497890295358649,0.5975609756097561,95901,2,high,0,Medium,High,540980,Regular,1.5,614.75
2960,F,Ship,3,4,231,3,medium,F,49,3441,1,1,Standard,Low,0,196,12,1147.0,6,4,-1,0.5904501472444258,0.5975609756097561,168609,4,medium,0,Medium,High,794871,Regular,2.5,860.25
2961,A,Ship,3,4,212,8,low,F,56,3337,1,1,Standard,Medium,0,224,12,1112.3333333333333,11,4,-1,0.5927883707759108,0.5975609756097561,186872,4,low,0,Medium,High,707444,Frequent,2.5,834.25
2962,B,Ship,4,3,202,3,low,F,48,2213,1,1,Average,Low,0,144,12,553.25,7,4,0,0.5927883707759108,0.5975609756097561,106224,3,low,0,Medium,High,447026,Regular,2.0,553.25
2963,C,Ship,5,5,208,8,low,M,39,2905,1,1,High,Medium,1,195,25,581.0,13,4,1,0.5927883707759108,0.5975609756097561,113295,5,low,0,Medium,High,604240,Frequent,3.0,726.25
2964,F,Ship,3,3,200,3,low,M,46,2460,1,1,Average,Low,1,138,9,820.0,6,4,-1,0.5927883707759108,0.5975609756097561,113160,3,low,0,Medium,High,492000,Regular,2.0,615.0
2965,D,Ship,3,2,250,3,low,F,37,2736,1,1,Low,Low,0,74,6,912.0,6,4,-1,0.5927883707759108,0.5975609756097561,101232,2,low,0,Medium,High,684000,Regular,1.5,684.0
2966,F,Ship,3,5,126,2,low,F,29,1192,1,1,High,Very Low,0,145,15,397.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,34568,5,low,0,Light,Medium,150192,New,3.0,298.0
2967,A,Ship,4,1,222,4,medium,F,42,2762,1,1,VeryLow,Low,0,42,4,690.5,8,4,0,0.5904501472444258,0.5975609756097561,116004,1,medium,0,Medium,High,613164,Regular,1.0,690.5
2968,B,Ship,6,2,236,4,low,F,61,3140,1,1,Low,Low,0,122,12,523.3333333333334,10,4,2,0.5927883707759108,0.5975609756097561,191540,2,low,0,Medium,High,741040,Regular,1.5,785.0
2969,C,Ship,4,3,165,3,low,M,4,1484,1,1,Average,Low,1,12,12,371.0,7,4,0,0.5927883707759108,0.5975609756097561,5936,3,low,0,Light,Low,244860,Regular,2.0,371.0
2970,F,Ship,3,4,162,3,low,M,17,1700,1,1,Standard,Low,1,68,12,566.6666666666666,6,4,-1,0.5927883707759108,0.5975609756097561,28900,4,low,0,Light,Medium,275400,Regular,2.5,425.0
2971,D,Ship,4,3,184,3,low,F,37,3436,1,1,Average,Low,0,111,12,859.0,7,4,0,0.5927883707759108,0.5975609756097561,127132,3,low,0,Medium,High,632224,Regular,2.0,859.0
2972,F,Ship,5,3,145,2,medium,M,6,1965,1,1,Average,Very Low,1,18,15,393.0,7,4,1,0.5904501472444258,0.5975609756097561,11790,3,medium,0,Light,Low,284925,New,2.0,491.25
2973,A,Ship,3,4,228,2,medium,M,46,3306,1,1,Standard,Very Low,1,184,12,1102.0,5,4,-1,0.5904501472444258,0.5975609756097561,152076,4,medium,0,Medium,High,753768,New,2.5,826.5
2974,B,Ship,5,3,213,2,high,F,27,2581,1,1,Average,Very Low,0,81,15,516.2,7,4,1,0.6497890295358649,0.5975609756097561,69687,3,high,0,Medium,Medium,549753,New,2.0,645.25
2975,C,Ship,2,3,146,3,medium,M,18,1289,1,1,Average,Low,1,54,6,644.5,5,4,-2,0.5904501472444258,0.5975609756097561,23202,3,medium,0,Light,Medium,188194,Regular,2.0,322.25
2976,F,Ship,4,1,220,3,high,M,2,3886,1,1,VeryLow,Low,1,2,4,971.5,7,4,0,0.6497890295358649,0.5975609756097561,7772,1,high,0,Medium,Low,854920,Regular,1.0,971.5
2977,D,Ship,3,4,231,3,medium,M,39,3792,1,1,Standard,Low,1,156,12,1264.0,6,4,-1,0.5904501472444258,0.5975609756097561,147888,4,medium,0,Medium,High,875952,Regular,2.5,948.0
2978,F,Ship,3,4,212,8,low,F,34,2750,1,1,Standard,Medium,0,136,12,916.6666666666666,11,4,-1,0.5927883707759108,0.5975609756097561,93500,4,low,0,Medium,High,583000,Frequent,2.5,687.5
2979,A,Ship,4,5,202,3,low,F,38,2651,1,1,High,Low,0,190,20,662.75,7,4,0,0.5927883707759108,0.5975609756097561,100738,5,low,0,Medium,High,535502,Regular,3.0,662.75
2980,B,Ship,5,2,208,8,low,M,62,3450,1,1,Low,Medium,1,124,10,690.0,13,4,1,0.5927883707759108,0.5975609756097561,213900,2,low,0,Medium,High,717600,Frequent,1.5,862.5
2981,C,Ship,3,3,200,3,low,M,4,3791,1,1,Average,Low,1,12,9,1263.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,15164,3,low,0,Medium,Low,758200,Regular,2.0,947.75
2982,F,Ship,3,1,250,3,low,F,8,3617,1,1,VeryLow,Low,0,8,3,1205.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,28936,1,low,0,Medium,Low,904250,Regular,1.0,904.25
2983,D,Ship,3,5,126,2,low,F,63,1141,1,1,High,Very Low,0,315,15,380.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,71883,5,low,0,Light,High,143766,New,3.0,285.25
2984,F,Ship,4,3,222,4,medium,M,49,3697,1,1,Average,Low,1,147,12,924.25,8,4,0,0.5904501472444258,0.5975609756097561,181153,3,medium,0,Medium,High,820734,Regular,2.0,924.25
2985,A,Ship,3,3,273,6,low,M,6,1771,1,1,Average,Medium,1,18,9,590.3333333333334,9,4,-1,0.5927883707759108,0.5975609756097561,10626,3,low,0,Light,Low,483483,Frequent,2.0,442.75
2986,B,Ship,6,5,161,4,medium,F,20,1338,1,1,High,Low,0,100,30,223.0,10,4,2,0.5904501472444258,0.5975609756097561,26760,5,medium,0,Light,Medium,215418,Regular,3.0,334.5
2987,C,Ship,5,1,236,3,medium,F,10,1347,1,1,VeryLow,Low,0,10,5,269.4,8,4,1,0.5904501472444258,0.5975609756097561,13470,1,medium,0,Light,Low,317892,Regular,1.0,336.75
2988,F,Road,6,3,281,5,medium,F,8,1864,1,3,Average,Low,0,24,18,310.6666666666667,11,6,0,0.5904501472444258,0.5880681818181818,14912,3,medium,0,Light,Low,523784,Regular,2.0,310.6666666666667
2989,D,Road,5,3,168,4,low,M,7,1298,1,3,Average,Low,1,21,15,259.6,9,6,-1,0.5927883707759108,0.5880681818181818,9086,3,low,0,Light,Low,218064,Regular,2.0,216.33333333333334
2990,F,Road,5,1,206,4,low,M,62,1137,1,3,VeryLow,Low,1,62,5,227.4,9,6,-1,0.5927883707759108,0.5880681818181818,70494,1,low,0,Light,High,234222,Regular,1.0,189.5
2991,A,Road,4,1,144,4,high,M,5,1294,1,3,VeryLow,Low,1,5,4,323.5,8,6,-2,0.6497890295358649,0.5880681818181818,6470,1,high,0,Light,Low,186336,Regular,1.0,215.66666666666666
2992,B,Road,5,3,239,5,medium,F,19,2988,1,3,Average,Low,0,57,15,597.6,10,6,-1,0.5904501472444258,0.5880681818181818,56772,3,medium,0,Medium,Medium,714132,Regular,2.0,498.0
2993,C,Road,3,5,129,3,medium,F,52,1513,1,3,High,Low,0,260,15,504.3333333333333,6,6,-3,0.5904501472444258,0.5880681818181818,78676,5,medium,0,Light,High,195177,Regular,3.0,252.16666666666666
2994,F,Road,4,5,201,4,medium,M,46,3498,1,3,High,Low,1,230,20,874.5,8,6,-2,0.5904501472444258,0.5880681818181818,160908,5,medium,0,Medium,High,703098,Regular,3.0,583.0
2995,D,Road,5,5,160,3,medium,M,55,1911,1,3,High,Low,1,275,25,382.2,8,6,-1,0.5904501472444258,0.5880681818181818,105105,5,medium,0,Light,High,305760,Regular,3.0,318.5
2996,F,Road,6,5,130,6,low,F,60,1971,1,3,High,Medium,0,300,30,328.5,12,6,0,0.5927883707759108,0.5880681818181818,118260,5,low,0,Light,High,256230,Frequent,3.0,328.5
2997,A,Road,3,1,132,4,medium,M,58,1067,1,3,VeryLow,Low,1,58,3,355.6666666666667,7,6,-3,0.5904501472444258,0.5880681818181818,61886,1,medium,0,Light,High,140844,Regular,1.0,177.83333333333334
2998,B,Road,4,2,185,4,medium,F,36,2583,1,3,Low,Low,0,72,8,645.75,8,6,-2,0.5904501472444258,0.5880681818181818,92988,2,medium,0,Medium,High,477855,Regular,1.5,430.5
2999,C,Road,5,1,271,4,low,F,4,2718,1,3,VeryLow,Low,0,4,5,543.6,9,6,-1,0.5927883707759108,0.5880681818181818,10872,1,low,0,Medium,Low,736578,Regular,1.0,453.0
3000,F,Road,5,2,168,2,medium,M,20,1539,1,3,Low,Very Low,1,40,10,307.8,7,6,-1,0.5904501472444258,0.5880681818181818,30780,2,medium,0,Light,Medium,258552,New,1.5,256.5
3001,D,Road,5,5,154,3,medium,F,50,1389,1,3,High,Low,0,250,25,277.8,8,6,-1,0.5904501472444258,0.5880681818181818,69450,5,medium,0,Light,High,213906,Regular,3.0,231.5
3002,F,Road,3,3,203,3,low,M,4,3114,1,3,Average,Low,1,12,9,1038.0,6,6,-3,0.5927883707759108,0.5880681818181818,12456,3,low,0,Medium,Low,632142,Regular,2.0,519.0
3003,A,Road,3,1,274,3,low,M,4,2087,1,3,VeryLow,Low,1,4,3,695.6666666666666,6,6,-3,0.5927883707759108,0.5880681818181818,8348,1,low,0,Medium,Low,571838,Regular,1.0,347.8333333333333
3004,B,Road,5,4,280,4,low,F,19,3298,1,3,Standard,Low,0,76,20,659.6,9,6,-1,0.5927883707759108,0.5880681818181818,62662,4,low,0,Medium,Medium,923440,Regular,2.5,549.6666666666666
3005,C,Road,4,5,196,2,low,M,51,3151,1,3,High,Very Low,1,255,20,787.75,6,6,-2,0.5927883707759108,0.5880681818181818,160701,5,low,0,Medium,High,617596,New,3.0,525.1666666666666
3006,F,Road,5,2,159,3,medium,F,63,1675,1,3,Low,Low,0,126,10,335.0,8,6,-1,0.5904501472444258,0.5880681818181818,105525,2,medium,0,Light,High,266325,Regular,1.5,279.1666666666667
3007,D,Road,5,4,269,3,medium,M,15,2522,1,3,Standard,Low,1,60,20,504.4,8,6,-1,0.5904501472444258,0.5880681818181818,37830,4,medium,0,Medium,Medium,678418,Regular,2.5,420.3333333333333
3008,F,Road,4,3,161,3,low,F,52,1199,1,3,Average,Low,0,156,12,299.75,7,6,-2,0.5927883707759108,0.5880681818181818,62348,3,low,0,Light,High,193039,Regular,2.0,199.83333333333334
3009,A,Road,3,1,159,2,medium,F,44,1806,1,3,VeryLow,Very Low,0,44,3,602.0,5,6,-3,0.5904501472444258,0.5880681818181818,79464,1,medium,0,Light,High,287154,New,1.0,301.0
3010,B,Flight,5,4,147,6,medium,F,21,1145,1,2,Standard,Medium,0,84,20,229.0,11,2,3,0.5904501472444258,0.6015756893640968,24045,4,medium,0,Light,Medium,168315,Frequent,2.5,572.5
3011,C,Flight,3,3,214,2,medium,F,4,3754,1,2,Average,Very Low,0,12,9,1251.3333333333333,5,2,1,0.5904501472444258,0.6015756893640968,15016,3,medium,0,Medium,Low,803356,New,2.0,1877.0
3012,F,Flight,4,5,157,4,medium,F,12,1038,1,2,High,Low,0,60,20,259.5,8,2,2,0.5904501472444258,0.6015756893640968,12456,5,medium,0,Light,Medium,162966,Regular,3.0,519.0
3013,D,Flight,5,5,147,2,medium,M,19,1936,1,2,High,Very Low,1,95,25,387.2,7,2,3,0.5904501472444258,0.6015756893640968,36784,5,medium,0,Light,Medium,284592,New,3.0,968.0
3014,F,Flight,5,4,182,3,medium,F,11,3545,1,2,Standard,Low,0,44,20,709.0,8,2,3,0.5904501472444258,0.6015756893640968,38995,4,medium,0,Medium,Medium,645190,Regular,2.5,1772.5
3015,A,Flight,3,5,188,2,low,F,12,2711,1,2,High,Very Low,0,60,15,903.6666666666666,5,2,1,0.5927883707759108,0.6015756893640968,32532,5,low,0,Medium,Medium,509668,New,3.0,1355.5
3016,B,Flight,3,1,104,2,low,M,1,1021,1,2,VeryLow,Very Low,1,1,3,340.3333333333333,5,2,1,0.5927883707759108,0.6015756893640968,1021,1,low,0,Light,Low,106184,New,1.0,510.5
3017,C,Flight,5,5,195,3,low,M,55,2641,1,2,High,Low,1,275,25,528.2,8,2,3,0.5927883707759108,0.6015756893640968,145255,5,low,0,Medium,High,514995,Regular,3.0,1320.5
3018,F,Flight,4,1,235,2,high,M,64,2107,1,2,VeryLow,Very Low,1,64,4,526.75,6,2,2,0.6497890295358649,0.6015756893640968,134848,1,high,0,Medium,High,495145,New,1.0,1053.5
3019,D,Flight,4,5,219,2,medium,F,21,3830,1,2,High,Very Low,0,105,20,957.5,6,2,2,0.5904501472444258,0.6015756893640968,80430,5,medium,0,Medium,Medium,838770,New,3.0,1915.0
3020,F,Flight,4,5,253,2,low,F,36,3389,1,2,High,Very Low,0,180,20,847.25,6,2,2,0.5927883707759108,0.6015756893640968,122004,5,low,0,Medium,High,857417,New,3.0,1694.5
3021,A,Flight,3,3,253,4,medium,F,57,2489,1,2,Average,Low,0,171,9,829.6666666666666,7,2,1,0.5904501472444258,0.6015756893640968,141873,3,medium,0,Medium,High,629717,Regular,2.0,1244.5
3022,B,Flight,4,1,167,3,low,M,42,1197,1,2,VeryLow,Low,1,42,4,299.25,7,2,2,0.5927883707759108,0.6015756893640968,50274,1,low,0,Light,High,199899,Regular,1.0,598.5
3023,C,Flight,4,2,211,2,low,F,39,2520,1,2,Low,Very Low,0,78,8,630.0,6,2,2,0.5927883707759108,0.6015756893640968,98280,2,low,0,Medium,High,531720,New,1.5,1260.0
3024,F,Flight,3,4,155,3,medium,M,4,1548,1,2,Standard,Low,1,16,12,516.0,6,2,1,0.5904501472444258,0.6015756893640968,6192,4,medium,0,Light,Low,239940,Regular,2.5,774.0
3025,D,Flight,6,1,231,4,medium,F,23,2455,1,2,VeryLow,Low,0,23,6,409.1666666666667,10,2,4,0.5904501472444258,0.6015756893640968,56465,1,medium,0,Medium,Medium,567105,Regular,1.0,1227.5
3026,F,Flight,5,4,182,4,low,M,61,3063,1,2,Standard,Low,1,244,20,612.6,9,2,3,0.5927883707759108,0.6015756893640968,186843,4,low,0,Medium,High,557466,Regular,2.5,1531.5
3027,A,Flight,3,5,212,2,medium,M,56,3547,1,2,High,Very Low,1,280,15,1182.3333333333333,5,2,1,0.5904501472444258,0.6015756893640968,198632,5,medium,0,Medium,High,751964,New,3.0,1773.5
3028,B,Flight,3,1,107,3,high,F,13,1861,1,2,VeryLow,Low,0,13,3,620.3333333333334,6,2,1,0.6497890295358649,0.6015756893640968,24193,1,high,0,Light,Medium,199127,Regular,1.0,930.5
3029,C,Flight,5,2,172,4,high,F,61,1161,1,2,Low,Low,0,122,10,232.2,9,2,3,0.6497890295358649,0.6015756893640968,70821,2,high,0,Light,High,199692,Regular,1.5,580.5
3030,F,Flight,3,2,224,3,low,M,40,2180,1,2,Low,Low,1,80,6,726.6666666666666,6,2,1,0.5927883707759108,0.6015756893640968,87200,2,low,0,Medium,High,488320,Regular,1.5,1090.0
3031,D,Flight,3,4,209,3,high,F,37,3650,1,2,Standard,Low,0,148,12,1216.6666666666667,6,2,1,0.6497890295358649,0.6015756893640968,135050,4,high,0,Medium,High,762850,Regular,2.5,1825.0
3032,F,Ship,4,5,268,2,medium,M,46,3076,1,1,High,Very Low,1,230,20,769.0,6,4,0,0.5904501472444258,0.5975609756097561,141496,5,medium,0,Medium,High,824368,New,3.0,769.0
3033,A,Ship,3,2,141,4,low,M,9,1909,1,1,Low,Low,1,18,6,636.3333333333334,7,4,-1,0.5927883707759108,0.5975609756097561,17181,2,low,0,Light,Low,269169,Regular,1.5,477.25
3034,B,Ship,4,4,260,2,low,M,17,3068,1,1,Standard,Very Low,1,68,16,767.0,6,4,0,0.5927883707759108,0.5975609756097561,52156,4,low,0,Medium,Medium,797680,New,2.5,767.0
3035,C,Ship,5,4,151,4,medium,M,10,1441,1,1,Standard,Low,1,40,20,288.2,9,4,1,0.5904501472444258,0.5975609756097561,14410,4,medium,0,Light,Low,217591,Regular,2.5,360.25
3036,F,Ship,5,2,184,2,medium,M,27,3276,1,1,Low,Very Low,1,54,10,655.2,7,4,1,0.5904501472444258,0.5975609756097561,88452,2,medium,0,Medium,Medium,602784,New,1.5,819.0
3037,D,Ship,5,1,270,3,high,M,52,3908,1,1,VeryLow,Low,1,52,5,781.6,8,4,1,0.6497890295358649,0.5975609756097561,203216,1,high,0,Medium,High,1055160,Regular,1.0,977.0
3038,F,Ship,5,4,135,2,medium,F,20,1908,1,1,Standard,Very Low,0,80,20,381.6,7,4,1,0.5904501472444258,0.5975609756097561,38160,4,medium,0,Light,Medium,257580,New,2.5,477.0
3039,A,Ship,4,3,276,4,low,F,3,3889,1,1,Average,Low,0,9,12,972.25,8,4,0,0.5927883707759108,0.5975609756097561,11667,3,low,0,Medium,Low,1073364,Regular,2.0,972.25
3040,B,Ship,4,4,177,3,medium,M,23,1142,1,1,Standard,Low,1,92,16,285.5,7,4,0,0.5904501472444258,0.5975609756097561,26266,4,medium,0,Light,Medium,202134,Regular,2.5,285.5
3041,C,Ship,3,2,149,3,medium,F,64,1920,1,1,Low,Low,0,128,6,640.0,6,4,-1,0.5904501472444258,0.5975609756097561,122880,2,medium,0,Light,High,286080,Regular,1.5,480.0
3042,F,Ship,4,3,220,4,low,M,19,3602,1,1,Average,Low,1,57,12,900.5,8,4,0,0.5927883707759108,0.5975609756097561,68438,3,low,0,Medium,Medium,792440,Regular,2.0,900.5
3043,D,Ship,4,5,267,3,low,F,53,3742,1,1,High,Low,0,265,20,935.5,7,4,0,0.5927883707759108,0.5975609756097561,198326,5,low,0,Medium,High,999114,Regular,3.0,935.5
